date_day,negative,neutral,positive
2022-02-24 00:00:00+00:00,0.48573849195142615,0.40355831685964416,0.11070319118892968
2022-03-26 00:00:00+00:00,0.4710537276134944,0.4314868804664723,0.09745939192003332
2022-04-25 00:00:00+00:00,0.426070935052971,0.45601105481345,0.117918010133579
2022-05-25 00:00:00+00:00,0.40088539104771276,0.46384653221839645,0.1352680767338908
2022-06-24 00:00:00+00:00,0.44917127071823204,0.45027624309392267,0.1005524861878453
2022-07-24 00:00:00+00:00,0.47157726180944753,0.3843074459567654,0.14411529223378702
2022-08-23 00:00:00+00:00,0.3750571037003198,0.5121059844677935,0.11283691183188671
2022-09-22 00:00:00+00:00,0.3740109555690809,0.5243457090687766,0.10164333536214243
2022-10-22 00:00:00+00:00,0.3736936936936937,0.5214414414414414,0.10486486486486486
2022-11-21 00:00:00+00:00,0.3306988352745424,0.5224625623960066,0.14683860232945092
2022-12-21 00:00:00+00:00,0.32101328903654486,0.49210963455149503,0.18687707641196014
2023-01-20 00:00:00+00:00,0.3938024531956101,0.47708198837959975,0.1291155584247902
2023-02-19 00:00:00+00:00,0.35089785104503973,0.4771857521342361,0.17191639682072418
2023-03-21 00:00:00+00:00,0.2891731384193696,0.5216994061215167,0.18912745545911375
2023-04-20 00:00:00+00:00,0.3824163969795038,0.43042071197411,0.1871628910463862
2023-05-20 00:00:00+00:00,0.3535580524344569,0.4730337078651685,0.17340823970037453
2023-06-19 00:00:00+00:00,0.36566470405949797,0.4958165478772854,0.13851874806321662
2023-07-19 00:00:00+00:00,0.3593611357586513,0.4622892635314996,0.17834960070984915
2023-08-18 00:00:00+00:00,0.34450212364322796,0.4818310523831996,0.17366682397357244
2023-09-17 00:00:00+00:00,0.3438053097345133,0.46283185840707963,0.19336283185840708
2023-10-17 00:00:00+00:00,0.39088145896656534,0.4425531914893617,0.16656534954407295
2023-11-16 00:00:00+00:00,0.3090844570617459,0.5081618168914124,0.18275372604684173
2023-12-16 00:00:00+00:00,0.3647506339814032,0.44040574809805577,0.194843617920541
2024-01-15 00:00:00+00:00,0.4003861003861004,0.4494208494208494,0.15019305019305018
2024-02-14 00:00:00+00:00,0.32324455205811137,0.4642857142857143,0.21246973365617433
2024-03-15 00:00:00+00:00,0.4197255027130546,0.41270347909352056,0.16757101819342482
2024-04-14 00:00:00+00:00,0.34589196550158874,0.4525646845211076,0.20154334997730367
2024-05-14 00:00:00+00:00,0.32231962238705325,0.5185434929197572,0.15913688469318948
2024-06-13 00:00:00+00:00,0.3165223936770794,0.5254045916447121,0.1580730146782085
2024-07-13 00:00:00+00:00,0.379242819843342,0.4536553524804178,0.1671018276762402
2024-08-12 00:00:00+00:00,0.37057220708446864,0.467574931880109,0.16185286103542235
2024-09-11 00:00:00+00:00,0.30827831386490606,0.4382935500253936,0.25342813610970033
2024-10-11 00:00:00+00:00,0.349721706864564,0.5120593692022264,0.13821892393320964
2024-11-10 00:00:00+00:00,0.37167449139280123,0.5078247261345853,0.12050078247261346
2024-12-10 00:00:00+00:00,0.3275862068965517,0.4879310344827586,0.18448275862068966
2025-01-09 00:00:00+00:00,0.3899745114698386,0.4129141886151232,0.19711129991503823
2025-02-08 00:00:00+00:00,0.38977635782747605,0.42747603833865816,0.18274760383386582
2025-03-10 00:00:00+00:00,0.35218783351120597,0.5213447171824973,0.1264674493062967
2025-04-09 00:00:00+00:00,0.29636996519144704,0.504226752859274,0.19940328194927898
2025-05-09 00:00:00+00:00,0.3091809180918092,0.5126012601260126,0.1782178217821782
2025-06-08 00:00:00+00:00,0.358843537414966,0.4614512471655329,0.17970521541950113
2025-07-08 00:00:00+00:00,0.3891145410235581,0.4370430544272949,0.17384240454914704
2025-08-07 00:00:00+00:00,0.27019498607242337,0.550974930362117,0.1788300835654596
2025-09-06 00:00:00+00:00,0.3437900128040973,0.47823303457106275,0.17797695262483995
2025-10-06 00:00:00+00:00,0.32740825688073394,0.4868119266055046,0.18577981651376146
2025-11-05 00:00:00+00:00,0.30884041331802525,0.5355912743972445,0.1555683122847302
2025-12-05 00:00:00+00:00,0.36093684650773733,0.4642409033877039,0.17482225010455876
2026-01-04 00:00:00+00:00,0.36372453928225024,0.4801163918525703,0.15615906886517944
2026-02-03 00:00:00+00:00,0.39633638634471274,0.443796835970025,0.15986677768526228
2026-03-05 00:00:00+00:00,0.39965397923875434,0.4083044982698962,0.19204152249134948
2026-04-04 00:00:00+00:00,0.40307692307692305,0.4723076923076923,0.12461538461538461
