scenario,contrast,point,ci_lo,ci_hi,significant_95
v1_full_before,dNeg(A) - dNeg(B2),0.13546828628088609,0.1024349187437468,0.16872833148043775,True
v1_full_before,dNeg(A) - dNeg(GOV),0.03442462810964779,-0.022493330852089433,0.09296607540478952,False
v1_full_before,dNeg(C) - dNeg(B2),0.026764827197726326,-0.013786589867184826,0.06693545566857903,False
v2_symmetric,dNeg(A) - dNeg(B2),0.08505655992255023,0.026458986052531403,0.14394806018445402,True
v2_symmetric,dNeg(A) - dNeg(GOV),0.09403112208028688,0.0006558823569539075,0.18613305211556078,True
v2_symmetric,dNeg(C) - dNeg(B2),-0.004874769656435185,-0.07971567051214355,0.07159354415810301,False
